X0,X1,X2,output
1.0,-0.237391961206669,-2.8271956139536467,0
1.0,1.3578807880999881,7.322926257538133,1
1.0,1.5430676518590838,-2.273092809320676,0
1.0,-0.6130946829083779,6.857105686090439,1
1.0,-0.019442140899548193,-2.1735336323046694,0
1.0,-0.6222371649062791,-2.8905449312452665,0
1.0,-1.27991973326313,-2.2120900148613254,0
1.0,0.4736273877275646,7.202541064549549,1
1.0,-0.004562828990296256,6.610251373874166,1
1.0,-1.7884965049804966,-2.682757900668456,0
1.0,1.5528597758393257,6.587577055013284,1
1.0,-0.3023242420763079,6.806182730321985,1
1.0,-0.9590080964267789,-3.2770226578770076,0
1.0,-0.04819548553581296,7.178300623298485,1
1.0,-1.4456099724720826,6.831311473849057,1
1.0,-0.28222118898721094,6.996117658257156,1
1.0,-0.7718190777567552,-2.3690454197821356,0
1.0,-1.6691323590905318,-3.5040260981989437,0
1.0,2.111317641616252,-2.3834863040123238,0
1.0,0.5495763450626673,-2.9985827493506108,0
1.0,-1.326831766135897,-2.841369069628526,0
1.0,0.571347510326788,6.419398804241041,1
1.0,1.4373563283335271,-3.99965060881863,0
1.0,-0.008817046245807649,7.504516891684145,1
1.0,2.3890359573924624,-2.8520999168403205,0
1.0,0.5813141340357241,-2.8821970616245958,0
1.0,1.9123176398399706,6.732717606065391,1
1.0,0.9309340839740791,6.568060923581342,1
1.0,0.6138413414754245,6.764743194630059,1
1.0,0.060896607117160384,-2.2396124481616155,0
1.0,1.0480197439949521,-2.6363284893271395,0
1.0,0.6670561034697914,7.263812964088377,1
1.0,-1.810131324996016,7.329771757262321,1
1.0,1.1619373177467747,-3.7154309218743773,0
1.0,-0.10511850474641372,-2.598805630447611,0
1.0,-2.037075934972139,7.20368666003689,1
1.0,-0.05548495829767373,7.265353209121216,1
1.0,0.49268648380040525,7.496585355337898,1
1.0,-0.5231880935871098,6.999499335888247,1
1.0,-1.6122273071745234,-2.6768784671027483,0
1.0,1.452550247462371,-2.9187327619636987,0
1.0,1.816087790243815,7.481304474455395,1
1.0,-0.4145318053898915,-3.03065555919921,0
1.0,-1.5991234725374825,6.995610713664996,1
1.0,0.36247645880530205,7.016645288733116,1
1.0,1.5413709969181826,6.640424524703543,1
1.0,0.7419630165294652,7.305396167234446,1
1.0,1.3308813279720855,-2.348462272390189,0
1.0,-0.8441369135177398,6.878053159225237,1
1.0,0.4049755087705251,-2.933570207911373,0
1.0,1.560380141132879,-3.2335263993675656,0
1.0,-0.33424709115036766,-3.390086627739037,0
1.0,-0.33481724739473373,-3.047656659948222,0
1.0,0.4420740168667314,-2.1668290065920037,0
1.0,-1.792045100135215,7.093071284984821,1
1.0,0.5517370104650744,-2.932066878308,0
1.0,-1.0973458685666584,6.945565355291244,1
1.0,0.2038227275274671,7.30339285894896,1
1.0,1.2805407616774638,-3.4615350875040116,0
1.0,2.3479969284503226,-3.184813423475433,0
1.0,1.0326004040179766,7.126432070685064,1
1.0,0.27872303497066114,6.905081709328319,1
1.0,0.700242953362419,7.435705697057194,1
1.0,1.3601113662481714,6.59875410364672,1
1.0,0.27563515788740767,6.975712593872086,1
1.0,0.25938930899969403,7.37115908384498,1
1.0,-0.23922479786975515,6.699432547323926,1
1.0,0.9453816900875672,-2.4612971783233846,0
1.0,1.2004115484133984,7.372647034973999,1
1.0,-0.6823426011201539,6.818602355658712,1
1.0,-0.08641350683161347,7.344210810746793,1
1.0,-1.196660469213522,6.506116653563085,1
1.0,0.3409221985589535,6.579712652536025,1
1.0,0.12609482782402903,-2.7324616127225183,0
1.0,-2.0900177486302796,7.512866256031051,1
1.0,0.30444911987085255,-3.0213254304408967,0
1.0,0.007306372740632225,-2.283972590043521,0
1.0,-0.4656647712545464,-2.5787641144302946,0
1.0,-0.4645297486449678,-2.6570755317605252,0
1.0,-0.901293818664668,7.250888716528938,1
1.0,-2.452264601315733,6.910259057700839,1
1.0,-1.787671611931782,-2.52350527307565,0
1.0,-0.6285697474757065,-2.317010206541594,0
1.0,-0.10862866408885558,6.780886762899389,1
1.0,0.7840064109141683,6.513746885800146,1
1.0,2.2757612975672035,7.04833582904262,1
1.0,1.3634354909517044,-3.3508129403230873,0
1.0,-0.43194220160837227,7.028060837670774,1
1.0,-0.2710404622885425,7.147421282681751,1
1.0,-1.152565371660015,-3.0802972095020897,0
1.0,1.6613017306081541,-3.0007462276850134,0
1.0,-1.3685901155418572,7.207440488676956,1
1.0,-0.6642274433044227,7.170504408539334,1
1.0,0.05850890230684416,-1.117724764329178,0
1.0,-0.4773817305753208,6.477320454911726,1
1.0,1.060446814110468,7.050174164578207,1
1.0,-0.4444987442191827,-3.227523146011249,0
1.0,0.29547752442318337,6.405003175148064,1
1.0,-0.8278930789157132,7.37582927914358,1
1.0,0.2616230559724664,6.299757620534086,1
1.0,-0.7307414032296535,-3.467842945387538,0
